Word,POS Tag,Error,ref,Hawkins,Ntype,Abstract
Ukraine,PROPN,-,-,-,-,-
I,PRON,-,-,-,-,-
swam,VERB,-,-,-,-,-
in,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
Sea,PROPN,-,-,-,-,-
of,ADP,-,-,-,-,-
Azov,PROPN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
It,PRON,-,-,-,-,-
's,AUX,-,-,-,-,-
was,AUX,-,-,-,-,-
great,ADJ,-,-,-,-,-
!,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,ADP,-,-,-,-,-
international,ADJ,-,-,-,-,-
music,NOUN,-,-,-,-,-
festival,NOUN,error,ref,indef,sing,abstr
in,ADP,-,-,-,-,-
Beijing,PROPN,-,-,-,-,-
on,ADP,-,-,-,-,-
1st,NOUN,-,-,-,-,-
july,PROPN,-,-,-,-,-
"2012,l'm",NOUN,-,-,-,-,-
taking,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
tent,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
and,CCONJ,-,-,-,-,-
sleeping,NOUN,-,-,-,-,-
bag,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
and,CCONJ,-,-,-,-,-
T,NOUN,-,-,-,-,-
-,PUNCT,-,-,-,-,-
shirt,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
sunglasses,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
because,SCONJ,-,-,-,-,-
lt,PRON,-,-,-,-,-
is,AUX,-,-,-,-,-
hot,ADJ,-,-,-,-,-
in,ADP,-,-,-,-,-
Beijing,PROPN,-,-,-,-,-
in,ADP,-,-,-,-,-
july,PROPN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
listen,VERB,-,-,-,-,-
to,ADP,-,-,-,-,-
POP,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
dance,VERB,-,-,-,-,-
music,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
punk,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
falk,PROPN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
and,CCONJ,-,-,-,-,-
so,ADV,-,-,-,-,-
on,ADV,-,-,-,-,-
",",PUNCT,-,-,-,-,-
maybe,ADV,-,-,-,-,-
it,PRON,-,-,-,-,-
'll,AUX,-,-,-,-,-
sunny,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
gon,VERB,-,-,-,-,-
na,PART,-,-,-,-,-
to,PART,-,-,-,-,-
take,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
umbrella,NOUN,correct,nonref,indef,sing,concr
",",PUNCT,-,-,-,-,-
Don't,PROPN,-,-,-,-,-
worry,VERB,-,-,-,-,-
about,ADP,-,-,-,-,-
me,PRON,-,-,-,-,-
",",PUNCT,-,-,-,-,-
I'll,AUX,-,-,-,-,-
be,AUX,-,-,-,-,-
fine,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
see,VERB,-,-,-,-,-
you,PRON,-,-,-,-,-
!,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
go,VERB,-,-,-,-,-
to,ADP,-,-,-,-,-
a,DET,-,-,-,-,-
concert,NOUN,correct,ref,indef,sing,abstr
",",PUNCT,-,-,-,-,-
on,ADP,-,-,-,-,-
October,PROPN,-,-,-,-,-
1,NUM,-,-,-,-,-
day,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
It,PRON,-,-,-,-,-
might,AUX,-,-,-,-,-
rain,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
So,ADV,-,-,-,-,-
will,AUX,-,-,-,-,-
take,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
raincoat,NOUN,correct,nonref,indef,sing,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
And,CCONJ,-,-,-,-,-
sleeping,NOUN,-,-,-,-,-
bags,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Clothes,NOUN,correct,nonref,indef,pl,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Hat,NOUN,error,nonref,indef,sing,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
will,AUX,-,-,-,-,-
listen,VERB,-,-,-,-,-
to,ADP,-,-,-,-,-
some,DET,-,-,-,-,-
I,PRON,-,-,-,-,-
like,VERB,-,-,-,-,-
popular,ADJ,-,-,-,-,-
music,NOUN,correct,nonref,indef,mass,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
And,CCONJ,-,-,-,-,-
see,VERB,-,-,-,-,-
my,PRON,-,-,-,-,-
favorite,ADJ,-,-,-,-,-
singer,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
This,DET,-,-,-,-,-
concert,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
will,AUX,-,-,-,-,-
spend,VERB,-,-,-,-,-
120,NUM,-,-,-,-,-
yuan,NOUN,-,-,-,-,-
RMB,PROPN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
Dear,ADJ,-,-,-,-,-
mom,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
pops,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
I'm,PROPN,-,-,-,-,-
goint,NOUN,-,-,-,-,-
to,PART,-,-,-,-,-
go,VERB,-,-,-,-,-
to,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
Rock,PROPN,-,-,-,-,-
Open,ADJ,-,-,-,-,-
Air,PROPN,-,-,-,-,-
festival,NOUN,-,-,-,-,-
in,ADP,-,-,-,-,-
Aachen,PROPN,-,-,-,-,-
on,ADP,-,-,-,-,-
July,PROPN,-,-,-,-,-
27th,NOUN,-,-,-,-,-
to,ADP,-,-,-,-,-
july,PROPN,-,-,-,-,-
29th,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
very,ADV,-,-,-,-,-
happy,ADJ,-,-,-,-,-
about,ADP,-,-,-,-,-
this,PRON,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
listen,VERB,-,-,-,-,-
rock,NOUN,-,-,-,-,-
music,NOUN,correct,nonref,indef,mass,concr
three,NUM,-,-,-,-,-
days,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
It,PRON,-,-,-,-,-
's,AUX,-,-,-,-,-
very,ADV,-,-,-,-,-
cheap,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
It,PRON,-,-,-,-,-
only,ADV,-,-,-,-,-
costs,VERB,-,-,-,-,-
49,NUM,-,-,-,-,-
Eur,PROPN,-,-,-,-,-
for,ADP,-,-,-,-,-
all,DET,-,-,-,-,-
three,NUM,-,-,-,-,-
days,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
camp,VERB,-,-,-,-,-
because,SCONJ,-,-,-,-,-
a,DET,-,-,-,-,-
hotel,NOUN,correct,nonref,indef,sing,concr
is,AUX,-,-,-,-,-
too,ADV,-,-,-,-,-
expensive,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
taking,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
tent,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
a,DET,-,-,-,-,-
sleeping,NOUN,-,-,-,-,-
back,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
a,DET,-,-,-,-,-
backpack,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
a,DET,-,-,-,-,-
flashlight,NOUN,correct,nonref,indef,sing,concr
and,CCONJ,-,-,-,-,-
a,DET,-,-,-,-,-
bottle,NOUN,correct,nonref,indef,sing,concr
of,ADP,-,-,-,-,-
water,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Maybe,ADV,-,-,-,-,-
it,PRON,-,-,-,-,-
'll,AUX,-,-,-,-,-
rain,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
taking,VERB,-,-,-,-,-
also,ADV,-,-,-,-,-
a,DET,-,-,-,-,-
raincoat,NOUN,correct,nonref,indef,sing,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Hope,VERB,-,-,-,-,-
we,PRON,-,-,-,-,-
see,VERB,-,-,-,-,-
us,PRON,-,-,-,-,-
soonBernd,ADV,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
Hi,INTJ,-,-,-,-,-
mom,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
dad,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
go,VERB,-,-,-,-,-
to,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
southside,PROPN,-,-,-,-,-
festival,NOUN,-,-,-,-,-
in,ADP,-,-,-,-,-
Neuhausen,PROPN,-,-,-,-,-
ob,ADP,-,-,-,-,-
Eck,PROPN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
For,ADP,-,-,-,-,-
this,DET,-,-,-,-,-
festival,NOUN,-,-,-,-,-
I,PRON,-,-,-,-,-
bought,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
lot,NOUN,-,-,-,-,-
of,ADP,-,-,-,-,-
things,NOUN,-,-,-,-,-
for,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
staying,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
We,PRON,-,-,-,-,-
're,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
stay,VERB,-,-,-,-,-
on,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
camping,NOUN,-,-,-,-,-
place,NOUN,error,ref,indef,sing,concr
that,PRON,-,-,-,-,-
's,AUX,-,-,-,-,-
why,ADV,-,-,-,-,-
we,PRON,-,-,-,-,-
're,AUX,-,-,-,-,-
taking,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
tent,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
sleeping,NOUN,-,-,-,-,-
bag,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
a,DET,-,-,-,-,-
flashlight,NOUN,correct,nonref,indef,sing,concr
",",PUNCT,-,-,-,-,-
toilet,NOUN,-,-,-,-,-
paper,NOUN,-,-,-,-,-
with,ADP,-,-,-,-,-
us,PRON,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
We,PRON,-,-,-,-,-
're,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
watch,VERB,-,-,-,-,-
Rammstein,PROPN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
Toten,PROPN,-,-,-,-,-
Hosen,PROPN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
They,PRON,-,-,-,-,-
are,AUX,-,-,-,-,-
our,PRON,-,-,-,-,-
favorites,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
wish,VERB,-,-,-,-,-
you,PRON,-,-,-,-,-
a,DET,-,-,-,-,-
nice,ADJ,-,-,-,-,-
weekend.%%,NOUN,-,-,-,-,-
Kiss,PROPN,-,-,-,-,-
Ca,PROPN,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
go,VERB,-,-,-,-,-
to,ADP,-,-,-,-,-
a,DET,-,-,-,-,-
rock,NOUN,-,-,-,-,-
festival,NOUN,correct,ref,indef,sing,abstr
next,ADJ,-,-,-,-,-
weekend,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
taking,VERB,-,-,-,-,-
clothes,NOUN,correct,nonref,indef,pl,concr
",",PUNCT,-,-,-,-,-
t,NOUN,-,-,-,-,-
-,PUNCT,-,-,-,-,-
shirt,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
shoes,NOUN,correct,nonref,indef,pl,concr
",",PUNCT,-,-,-,-,-
towels,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
coat,NOUN,error,nonref,indef,sing,concr
and,CCONJ,-,-,-,-,-
food,NOUN,correct,nonref,indef,mass,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
listen,VERB,-,-,-,-,-
a,DET,-,-,-,-,-
lot,NOUN,-,-,-,-,-
of,ADP,-,-,-,-,-
rock,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Maybe,ADV,-,-,-,-,-
it,PRON,-,-,-,-,-
'll,AUX,-,-,-,-,-
sun,VERB,-,-,-,-,-
e,ADP,-,-,-,-,-
rain,NOUN,-,-,-,-,-
in,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
afternoon,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
But,CCONJ,-,-,-,-,-
at,ADP,-,-,-,-,-
night,NOUN,-,-,-,-,-
is,AUX,-,-,-,-,-
very,ADV,-,-,-,-,-
cold,ADJ,-,-,-,-,-
there,ADV,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
taking,VERB,-,-,-,-,-
hot,ADJ,-,-,-,-,-
water,NOUN,correct,nonref,indef,mass,concr
and,CCONJ,-,-,-,-,-
tea,NOUN,correct,nonref,indef,mass,concr
for,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
midnight,ADJ,-,-,-,-,-
tea,NOUN,error,nonref,indef,mass,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
will,AUX,-,-,-,-,-
like,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
I,PRON,-,-,-,-,-
love,VERB,-,-,-,-,-
traveling,VERB,-,-,-,-,-
",",PUNCT,-,-,-,-,-
but,CCONJ,-,-,-,-,-
I,PRON,-,-,-,-,-
never,ADV,-,-,-,-,-
left,VERB,-,-,-,-,-
Brazil,PROPN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
know,VERB,-,-,-,-,-
many,ADJ,-,-,-,-,-
cities,NOUN,-,-,-,-,-
here,ADV,-,-,-,-,-
and,CCONJ,-,-,-,-,-
really,ADV,-,-,-,-,-
love,VERB,-,-,-,-,-
it,PRON,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
really,ADV,-,-,-,-,-
like,VERB,-,-,-,-,-
Minas,PROPN,-,-,-,-,-
Gerais,PROPN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
in,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
Bahia,PROPN,-,-,-,-,-
people,NOUN,error,ref,explanatory,pl,concr
are,AUX,-,-,-,-,-
very,ADV,-,-,-,-,-
excited,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Next,ADJ,-,-,-,-,-
year,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,ADP,-,-,-,-,-
Europe,PROPN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
be,AUX,-,-,-,-,-
able,ADJ,-,-,-,-,-
to,PART,-,-,-,-,-
visit,VERB,-,-,-,-,-
other,ADJ,-,-,-,-,-
countries,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
In,ADP,-,-,-,-,-
2014,NUM,-,-,-,-,-
The,DET,-,-,-,-,-
World,PROPN,-,-,-,-,-
Cup,PROPN,-,-,-,-,-
is,AUX,-,-,-,-,-
in,ADP,-,-,-,-,-
Brazil,PROPN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
but,CCONJ,-,-,-,-,-
I,PRON,-,-,-,-,-
would,AUX,-,-,-,-,-
not,PART,-,-,-,-,-
be,AUX,-,-,-,-,-
here,ADV,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
love,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
party,VERB,-,-,-,-,-
",",PUNCT,-,-,-,-,-
but,CCONJ,-,-,-,-,-
hate,VERB,-,-,-,-,-
what,PRON,-,-,-,-,-
they,PRON,-,-,-,-,-
think,VERB,-,-,-,-,-
the,DET,-,-,-,-,-
Brazilians,PROPN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
do,AUX,-,-,-,-,-
n't,PART,-,-,-,-,-
want,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
be,AUX,-,-,-,-,-
the,DET,-,-,-,-,-
country,NOUN,correct,pred/prop,explanatory,sing,concr
of,ADP,-,-,-,-,-
football,NOUN,correct,nonref,indef,mass,abstr
",",PUNCT,-,-,-,-,-
I,PRON,-,-,-,-,-
want,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
be,AUX,-,-,-,-,-
part,NOUN,-,-,-,-,-
of,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
country,NOUN,error,nonref,indef,sing,concr
known,VERB,-,-,-,-,-
for,ADP,-,-,-,-,-
its,PRON,-,-,-,-,-
happy,ADJ,-,-,-,-,-
people,NOUN,error,ref,situational,pl,concr
",",PUNCT,-,-,-,-,-
friendly,ADJ,-,-,-,-,-
and,CCONJ,-,-,-,-,-
affectionate,ADJ,-,-,-,-,-
because,SCONJ,-,-,-,-,-
that,SCONJ,-,-,-,-,-
we,PRON,-,-,-,-,-
really,ADV,-,-,-,-,-
are,AUX,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
was,AUX,-,-,-,-,-
born,VERB,-,-,-,-,-
in,ADP,-,-,-,-,-
So,PROPN,-,-,-,-,-
Paulo,PROPN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
here,ADV,-,-,-,-,-
people,NOUN,-,-,-,-,-
are,AUX,-,-,-,-,-
very,ADV,-,-,-,-,-
kind,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
would,AUX,-,-,-,-,-
like,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
know,VERB,-,-,-,-,-
Germany,PROPN,-,-,-,-,-
because,SCONJ,-,-,-,-,-
my,PRON,-,-,-,-,-
grandfather,NOUN,-,-,-,-,-
is,AUX,-,-,-,-,-
German,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
Hi,INTJ,-,-,-,-,-
",",PUNCT,-,-,-,-,-
my,PRON,-,-,-,-,-
dad,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
mom,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
How,ADV,-,-,-,-,-
are,AUX,-,-,-,-,-
you,PRON,-,-,-,-,-
?,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
fine,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
like,ADP,-,-,-,-,-
to,PART,-,-,-,-,-
live,VERB,-,-,-,-,-
in,ADP,-,-,-,-,-
California,PROPN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Nature,NOUN,error,ref,explanatory,mass,concr
in,ADP,-,-,-,-,-
California,PROPN,-,-,-,-,-
is,AUX,-,-,-,-,-
very,ADV,-,-,-,-,-
beautiful,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
traveled,VERB,-,-,-,-,-
with,ADP,-,-,-,-,-
my,PRON,-,-,-,-,-
friends,NOUN,-,-,-,-,-
to,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
mountains,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
's,AUX,-,-,-,-,-
was,AUX,-,-,-,-,-
very,ADV,-,-,-,-,-
cool,ADJ,-,-,-,-,-
!,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Weather,NOUN,error,ref,explanatory,mass,abstr
in,ADP,-,-,-,-,-
California,PROPN,-,-,-,-,-
is,AUX,-,-,-,-,-
changing,VERB,-,-,-,-,-
quickly,ADV,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
In,ADP,-,-,-,-,-
California,PROPN,-,-,-,-,-
today,NOUN,-,-,-,-,-
was,AUX,-,-,-,-,-
rain,NOUN,correct,ref,indef,mass,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Tomorrow,NOUN,-,-,-,-,-
will,AUX,-,-,-,-,-
be,AUX,-,-,-,-,-
sunny,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Santa,PROPN,-,-,-,-,-
Monica,PROPN,-,-,-,-,-
it,PRON,-,-,-,-,-
's,AUX,-,-,-,-,-
beautiful,ADJ,-,-,-,-,-
city,NOUN,error,pred/prop,indef,sing,concr
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
We,PRON,-,-,-,-,-
to,SCONJ,-,-,-,-,-
going,VERB,-,-,-,-,-
to,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
museum,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
eat,VERB,-,-,-,-,-
at,ADP,-,-,-,-,-
one,NUM,-,-,-,-,-
of,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
great,ADJ,-,-,-,-,-
restaurants,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
If,SCONJ,-,-,-,-,-
the,DET,-,-,-,-,-
weather,NOUN,-,-,-,-,-
is,AUX,-,-,-,-,-
hot,ADJ,-,-,-,-,-
",",PUNCT,-,-,-,-,-
we,PRON,-,-,-,-,-
go,VERB,-,-,-,-,-
to,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
beach,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
 ,PUNCT,-,-,-,-,-
I,PRON,-,-,-,-,-
love,VERB,-,-,-,-,-
you,PRON,-,-,-,-,-
:),SYM,-,-,-,-,-
Bye,INTJ,-,-,-,-,-
bye,INTJ,-,-,-,-,-
...,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
,,,,,,
Hi,INTJ,-,-,-,-,-
Mom,NOUN,-,-,-,-,-
",",PUNCT,-,-,-,-,-
 ,PUNCT,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
in,ADP,-,-,-,-,-
Santa,PROPN,-,-,-,-,-
Monica,PROPN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
It,PRON,-,-,-,-,-
's,AUX,-,-,-,-,-
such,DET,-,-,-,-,-
a,DET,-,-,-,-,-
beautiful,ADJ,-,-,-,-,-
ocean,NOUN,-,-,-,-,-
resort,NOUN,-,-,-,-,-
town,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
there,PRON,-,-,-,-,-
's,VERB,-,-,-,-,-
so,ADV,-,-,-,-,-
much,ADJ,-,-,-,-,-
to,PART,-,-,-,-,-
do,VERB,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
The,DET,-,-,-,-,-
weather,NOUN,correct,ref,situational,mass,abstr
's,AUX,-,-,-,-,-
so,ADV,-,-,-,-,-
wet,ADJ,-,-,-,-,-
and,CCONJ,-,-,-,-,-
is,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
rain,VERB,-,-,-,-,-
in,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
afternoon,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,ADP,-,-,-,-,-
museum,NOUN,-,-,-,-,-
and,CCONJ,-,-,-,-,-
going,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
eat,VERB,-,-,-,-,-
at,ADP,-,-,-,-,-
 ,PROPN,-,-,-,-,-
grett,PROPN,-,-,-,-,-
restaurant,NOUN,error,nonref,indef,sing,concr
in,ADP,-,-,-,-,-
the,DET,-,-,-,-,-
evening,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
The,DET,-,-,-,-,-
weather,NOUN,-,-,-,-,-
tomorrow,NOUN,-,-,-,-,-
is,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
be,AUX,-,-,-,-,-
hot,ADJ,-,-,-,-,-
and,CCONJ,-,-,-,-,-
sunny,ADJ,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
I,PRON,-,-,-,-,-
'm,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
go,VERB,-,-,-,-,-
the,DET,-,-,-,-,-
beautiful,ADJ,-,-,-,-,-
beach,NOUN,-,-,-,-,-
.,PUNCT,-,-,-,-,-
-,-,-,-,-,-,-
Tomorrow,NOUN,-,-,-,-,-
the,DET,-,-,-,-,-
temperature,NOUN,correct,ref,situational,mass,abstr
is,AUX,-,-,-,-,-
going,VERB,-,-,-,-,-
to,PART,-,-,-,-,-
be,AUX,-,-,-,-,-
hot,ADJ,-,-,-,-,-
with,ADP,-,-,-,-,-
temperatures,NOUN,correct,ref,indef,pl,abstr
 ,PUNCT,-,-,-,-,-
aronund,ADV,-,-,-,-,-
