Word,POS Tag,def,ref,Hawkins
internet,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
am,AUX,-,-,-
very,ADV,-,-,-
interested,ADJ,-,-,-
and,CCONJ,-,-,-
motivated,ADJ,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
have,VERB,-,-,-
several,ADJ,-,-,-
years,NOUN,-,-,-
indef,ref,indef,,
in,ADP,-,-,-
computer,NOUN,-,-,-
programming,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
 ,PUNCT,-,-,-
Please,INTJ,-,-,-
see,VERB,-,-,-
attached,VERB,-,-,-
my,PRON,-,-,-
resume,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
am,AUX,-,-,-
available,ADJ,-,-,-
for,ADP,-,-,-
an,DET,-,-,-
indef,nonref,indef,,
at,ADP,-,-,-
anytime,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
am,AUX,-,-,-
looking,VERB,-,-,-
forward,ADV,-,-,-
to,ADP,-,-,-
here,ADV,-,-,-
from,ADP,-,-,-
you,PRON,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
 ,PUNCT,-,-,-
If,SCONJ,-,-,-
you,PRON,-,-,-
have,VERB,-,-,-
any,DET,-,-,-
further,ADJ,-,-,-
questions,NOUN,-,-,-
do,AUX,-,-,-
n't,PART,-,-,-
hesitate,VERB,-,-,-
to,PART,-,-,-
contact,VERB,-,-,-
me,PRON,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
You,PRON,-,-,-
can,AUX,-,-,-
reach,VERB,-,-,-
me,PRON,-,-,-
on,ADP,-,-,-
my,PRON,-,-,-
cellphone,NOUN,-,-,-
at,ADP,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
-###-,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
 ,PUNCT,-,-,-
Sincerely,ADV,-,-,-
",",PUNCT,-,-,-
 ,PUNCT,-,-,-
Marc,PROPN,-,-,-
Stegmann,PROPN,-,-,-
-,-,-,-,-
,,,,
To,ADP,-,-,-
Whom,PRON,-,-,-
it,PRON,-,-,-
may,AUX,-,-,-
concern,VERB,-,-,-
My,PRON,-,-,-
name,NOUN,-,-,-
is,AUX,-,-,-
Marcos,PROPN,-,-,-
and,CCONJ,-,-,-
I,PRON,-,-,-
'm,AUX,-,-,-
writing,VERB,-,-,-
to,ADP,-,-,-
you,PRON,-,-,-
because,ADP,-,-,-
off,ADP,-,-,-
the,DET,-,-,-
computer,NOUN,-,-,-
indef,pred/prop,indef,,
def,ref,explanatory,,
in,ADP,-,-,-
your,PRON,-,-,-
company,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
've,AUX,-,-,-
been,AUX,-,-,-
working,VERB,-,-,-
as,ADP,-,-,-
a,DET,-,-,-
programmer,NOUN,-,-,-
since,ADP,-,-,-
2004,NUM,-,-,-
in,ADP,-,-,-
a,DET,-,-,-
large,ADJ,-,-,-
indef,ref,indef,,
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
had,AUX,-,-,-
already,ADV,-,-,-
worked,VERB,-,-,-
with,ADP,-,-,-
many,ADJ,-,-,-
programming,NOUN,-,-,-
language,NOUN,-,-,-
such,ADJ,-,-,-
java,NOUN,-,-,-
",",PUNCT,-,-,-
c++,NOUN,-,-,-
",",PUNCT,-,-,-
php,NOUN,-,-,-
and,CCONJ,-,-,-
now,ADV,-,-,-
i,PRON,-,-,-
'm,AUX,-,-,-
working,VERB,-,-,-
with,ADP,-,-,-
ruby,NOUN,-,-,-
on,ADP,-,-,-
rails,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
consider,VERB,-,-,-
myself,PRON,-,-,-
",",PUNCT,-,-,-
at,ADP,-,-,-
least,ADJ,-,-,-
part,NOUN,-,-,-
of,ADP,-,-,-
the,DET,-,-,-
def,nonref,situational,,
",",PUNCT,-,-,-
very,ADV,-,-,-
organized,ADJ,-,-,-
",",PUNCT,-,-,-
creative,ADJ,-,-,-
",",PUNCT,-,-,-
easy,ADJ,-,-,-
going,VERB,-,-,-
indef,pred/prop,indef,,
to,PART,-,-,-
deal,VERB,-,-,-
with,ADP,-,-,-
but,CCONJ,-,-,-
sometimes,ADV,-,-,-
I,PRON,-,-,-
have,VERB,-,-,-
indef,nonref,indef,,
in,ADP,-,-,-
indef,nonref,indef,,
.,PUNCT,-,-,-
-,-,-,-,-
Actually,ADV,-,-,-
I,PRON,-,-,-
'm,AUX,-,-,-
on,ADP,-,-,-
my,PRON,-,-,-
last,ADJ,-,-,-
year,NOUN,-,-,-
of,ADP,-,-,-
computer,NOUN,-,-,-
science,NOUN,-,-,-
indef,ref,indef,,
and,CCONJ,-,-,-
I,PRON,-,-,-
have,VERB,-,-,-
3,NUM,-,-,-
computer,NOUN,-,-,-
programming,NOUN,-,-,-
certificate,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
have,AUX,-,-,-
attached,VERB,-,-,-
my,PRON,-,-,-
resume,NOUN,-,-,-
and,CCONJ,-,-,-
hope,VERB,-,-,-
 ,ADV,-,-,-
be,AUX,-,-,-
the,DET,-,-,-
def,pred/prop,explanatory,,
that,PRON,-,-,-
you,PRON,-,-,-
are,AUX,-,-,-
looking,VERB,-,-,-
for,ADP,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
my,PRON,-,-,-
contact,NOUN,-,-,-
are,AUX,-,-,-
written,VERB,-,-,-
on,ADP,-,-,-
def,ref,anaphoric,,
.,PUNCT,-,-,-
-,-,-,-,-
thanks,NOUN,-,-,-
-,-,-,-,-
,,,,
To,ADP,-,-,-
whom,PRON,-,-,-
it,PRON,-,-,-
may,AUX,-,-,-
concern,VERB,-,-,-
;,PUNCT,-,-,-
I''m,AUX,-,-,-
writing,VERB,-,-,-
in,ADP,-,-,-
response,NOUN,-,-,-
to,ADP,-,-,-
your,PRON,-,-,-
online,ADJ,-,-,-
advertisement,NOUN,-,-,-
for,ADP,-,-,-
a,DET,-,-,-
computer,NOUN,-,-,-
programmer,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
 ,PUNCT,-,-,-
I''m,AUX,-,-,-
very,ADV,-,-,-
interested,ADJ,-,-,-
in,ADP,-,-,-
a,DET,-,-,-
def,ref,anaphoric,,
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
have,VERB,-,-,-
a,DET,-,-,-
indef,ref,indef,,
in,ADP,-,-,-
computer,NOUN,-,-,-
programing,NOUN,-,-,-
and,CCONJ,-,-,-
two,NUM,-,-,-
yearsexperience,NOUN,-,-,-
in,ADP,-,-,-
the,DET,-,-,-
def,ref,anaphoric,,
.,PUNCT,-,-,-
-,-,-,-,-
I''m,AUX,-,-,-
a,DET,-,-,-
hardworking,ADJ,-,-,-
",",PUNCT,-,-,-
motivated,VERB,-,-,-
indef,pred/prop,indef,,
",",PUNCT,-,-,-
organized,VERB,-,-,-
",",PUNCT,-,-,-
I,PRON,-,-,-
love,VERB,-,-,-
a,DET,-,-,-
indef,nonref,indef,,
and,CCONJ,-,-,-
I,PRON,-,-,-
have,VERB,-,-,-
clear,ADJ,-,-,-
carrer,NOUN,-,-,-
indef,ref,indef,,
in,ADP,-,-,-
computer,NOUN,-,-,-
program,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
have,AUX,-,-,-
attached,VERB,-,-,-
my,PRON,-,-,-
resume,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
You,PRON,-,-,-
can,AUX,-,-,-
rech,VERB,-,-,-
me,PRON,-,-,-
on,ADP,-,-,-
my,PRON,-,-,-
cellphone,NOUN,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
#,SYM,-,-,-
-,-,-,-,-
,,,,
I,PRON,-,-,-
live,VERB,-,-,-
in,ADP,-,-,-
Russia,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
And,CCONJ,-,-,-
I,PRON,-,-,-
think,VERB,-,-,-
that,SCONJ,-,-,-
the,DET,-,-,-
def,ref,explanatory,,
in,ADP,-,-,-
my,PRON,-,-,-
country,NOUN,-,-,-
is,AUX,-,-,-
terrible,ADJ,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
At,ADP,-,-,-
first,ADV,-,-,-
there,PRON,-,-,-
are,VERB,-,-,-
too,ADV,-,-,-
many,ADJ,-,-,-
indef,nonref,indef,,
on,ADP,-,-,-
indef,ref,indef,,
in,ADP,-,-,-
my,PRON,-,-,-
country,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
For,ADP,-,-,-
example,NOUN,-,-,-
",",PUNCT,-,-,-
most,ADJ,-,-,-
shows,NOUN,-,-,-
Have,VERB,-,-,-
20,NUM,-,-,-
-,SYM,-,-,-
25,NUM,-,-,-
minutes,NOUN,-,-,-
of,ADP,-,-,-
commercials,NOUN,-,-,-
an,DET,-,-,-
hour,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Every,DET,-,-,-
10,NUM,-,-,-
-,SYM,-,-,-
15,NUM,-,-,-
minutes,NOUN,-,-,-
",",PUNCT,-,-,-
sometimes,ADV,-,-,-
5,NUM,-,-,-
-,SYM,-,-,-
7,NUM,-,-,-
minutes,NOUN,-,-,-
they,PRON,-,-,-
stop,VERB,-,-,-
the,DET,-,-,-
def,nonref,situational,,
(,PUNCT,-,-,-
or,CCONJ,-,-,-
other,ADJ,-,-,-
show,NOUN,-,-,-
),PUNCT,-,-,-
to,PART,-,-,-
show,VERB,-,-,-
some,DET,-,-,-
commercials,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
And,CCONJ,-,-,-
the,DET,-,-,-
second,ADJ,-,-,-
def,ref,situational,,
-,PUNCT,-,-,-
violent,ADJ,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Almost,ADV,-,-,-
every,DET,-,-,-
program,NOUN,-,-,-
has,VERB,-,-,-
indef,nonref,indef,,
.,PUNCT,-,-,-
-,-,-,-,-
You,PRON,-,-,-
see,VERB,-,-,-
fighting,VERB,-,-,-
on,ADP,-,-,-
the,DET,-,-,-
news,NOUN,-,-,-
every,DET,-,-,-
day,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Some,DET,-,-,-
cable,NOUN,-,-,-
channels,NOUN,-,-,-
even,ADV,-,-,-
show,VERB,-,-,-
real,ADJ,-,-,-
people,NOUN,-,-,-
getting,AUX,-,-,-
murdered,VERB,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Basically,ADV,-,-,-
",",PUNCT,-,-,-
TV,NOUN,-,-,-
is,AUX,-,-,-
violent,ADJ,-,-,-
",",PUNCT,-,-,-
but,CCONJ,-,-,-
I,PRON,-,-,-
think,VERB,-,-,-
we,PRON,-,-,-
can,AUX,-,-,-
make,VERB,-,-,-
it,PRON,-,-,-
better,ADJ,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
We,PRON,-,-,-
need,VERB,-,-,-
to,PART,-,-,-
stop,VERB,-,-,-
watching,VERB,-,-,-
these,DET,-,-,-
violent,ADJ,-,-,-
programs,NOUN,-,-,-
and,CCONJ,-,-,-
demand,VERB,-,-,-
more,ADJ,-,-,-
educational,ADJ,-,-,-
ones,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
,,,,
Hi,INTJ,-,-,-
",",PUNCT,-,-,-
Tim,PROPN,-,-,-
I,PRON,-,-,-
am,AUX,-,-,-
very,ADV,-,-,-
happy,ADJ,-,-,-
to,PART,-,-,-
receive,VERB,-,-,-
your,PRON,-,-,-
email,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
am,AUX,-,-,-
so,ADV,-,-,-
busy,ADJ,-,-,-
rencently,ADV,-,-,-
even,ADV,-,-,-
that,SCONJ,-,-,-
I,PRON,-,-,-
have,VERB,-,-,-
no,DET,-,-,-
time,NOUN,-,-,-
to,PART,-,-,-
contact,VERB,-,-,-
you,PRON,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
There,PRON,-,-,-
was,VERB,-,-,-
a,DET,-,-,-
very,ADV,-,-,-
interesting,ADJ,-,-,-
indef,ref,indef,,
last,ADJ,-,-,-
week,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
went,VERB,-,-,-
to,PART,-,-,-
visit,VERB,-,-,-
a,DET,-,-,-
indef,ref,indef,,
on,ADP,-,-,-
an,DET,-,-,-
indef,ref,indef,,
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
had,VERB,-,-,-
to,PART,-,-,-
take,VERB,-,-,-
def,ref,situational,,
to,ADP,-,-,-
the,DET,-,-,-
island,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
But,CCONJ,-,-,-
when,ADV,-,-,-
we,PRON,-,-,-
in,ADP,-,-,-
the,DET,-,-,-
sea,NOUN,-,-,-
",",PUNCT,-,-,-
the,DET,-,-,-
boat,NOUN,-,-,-
was,AUX,-,-,-
broken,VERB,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
The,DET,-,-,-
boat,NOUN,-,-,-
was,AUX,-,-,-
so,ADV,-,-,-
small,ADJ,-,-,-
that,SCONJ,-,-,-
it,PRON,-,-,-
was,AUX,-,-,-
full,ADJ,-,-,-
of,ADP,-,-,-
sea,NOUN,-,-,-
def,ref,situational,,
quickly,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
So,ADV,-,-,-
we,PRON,-,-,-
had,VERB,-,-,-
to,PART,-,-,-
jump,VERB,-,-,-
into,ADP,-,-,-
the,DET,-,-,-
water,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Luckly,ADV,-,-,-
all,DET,-,-,-
of,ADP,-,-,-
us,PRON,-,-,-
could,AUX,-,-,-
swim,VERB,-,-,-
and,CCONJ,-,-,-
the,DET,-,-,-
def,ref,situational,,
was,AUX,-,-,-
not,PART,-,-,-
far,ADV,-,-,-
from,ADP,-,-,-
the,DET,-,-,-
def,ref,situational,,
.,PUNCT,-,-,-
-,-,-,-,-
All,DET,-,-,-
of,ADP,-,-,-
us,PRON,-,-,-
were,AUX,-,-,-
safe,ADJ,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Now,ADV,-,-,-
I,PRON,-,-,-
think,VERB,-,-,-
it,PRON,-,-,-
's,AUX,-,-,-
a,DET,-,-,-
very,ADV,-,-,-
interesting,ADJ,-,-,-
indef,pred/prop,indef,,
.,PUNCT,-,-,-
-,-,-,-,-
See,VERB,-,-,-
you,PRON,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Freeman,PROPN,-,-,-
-,-,-,-,-
,,,,
I,PRON,-,-,-
feel,VERB,-,-,-
strongly,ADV,-,-,-
that,SCONJ,-,-,-
the,DET,-,-,-
def,ref,explanatory,,
in,ADP,-,-,-
Brazil,PROPN,-,-,-
is,AUX,-,-,-
terrible,ADJ,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
For,ADP,-,-,-
exemple,NOUN,-,-,-
",",PUNCT,-,-,-
there,PRON,-,-,-
are,VERB,-,-,-
too,ADV,-,-,-
many,ADJ,-,-,-
inappropriate,ADJ,-,-,-
prograns,NOUN,-,-,-
all,DET,-,-,-
the,DET,-,-,-
time,NOUN,-,-,-
",",PUNCT,-,-,-
the,DET,-,-,-
def,ref,anaphoric,,
shows,VERB,-,-,-
the,DET,-,-,-
indicative,ADJ,-,-,-
def,nonref,explanatory,,
for,ADP,-,-,-
the,DET,-,-,-
prograns,NOUN,-,-,-
",",PUNCT,-,-,-
but,CCONJ,-,-,-
the,DET,-,-,-
indef,nonref,indef,,
can,AUX,-,-,-
watch,VERB,-,-,-
for,ADP,-,-,-
themselves,PRON,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
In,ADP,-,-,-
my,PRON,-,-,-
opnion,NOUN,-,-,-
",",PUNCT,-,-,-
the,DET,-,-,-
violent,ADJ,-,-,-
or,CCONJ,-,-,-
sexy,ADJ,-,-,-
prograns,NOUN,-,-,-
couldn''t,AUX,-,-,-
be,AUX,-,-,-
shown,VERB,-,-,-
in,ADP,-,-,-
the,DET,-,-,-
morning,NOUN,-,-,-
ou,ADP,-,-,-
afternoon,NOUN,-,-,-
",",PUNCT,-,-,-
there,PRON,-,-,-
isn''t,VERB,-,-,-
indef,nonref,indef,,
to,ADP,-,-,-
the,DET,-,-,-
indef,nonref,indef,,
.,PUNCT,-,-,-
-,-,-,-,-
,,,,
Hello,INTJ,-,-,-
Tim,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Thank,VERB,-,-,-
you,PRON,-,-,-
for,ADP,-,-,-
your,PRON,-,-,-
letter,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
It,PRON,-,-,-
was,AUX,-,-,-
very,ADV,-,-,-
interesting,ADJ,-,-,-
to,PART,-,-,-
read,VERB,-,-,-
about,ADP,-,-,-
your,PRON,-,-,-
dangerous,ADJ,-,-,-
adventure,NOUN,-,-,-
in,ADP,-,-,-
Japan,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
'd,AUX,-,-,-
like,VERB,-,-,-
to,PART,-,-,-
tell,VERB,-,-,-
you,PRON,-,-,-
one,NUM,-,-,-
story,NOUN,-,-,-
that,PRON,-,-,-
has,AUX,-,-,-
happened,VERB,-,-,-
with,ADP,-,-,-
me,PRON,-,-,-
in,ADP,-,-,-
Siberia,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
was,AUX,-,-,-
fishing,VERB,-,-,-
on,ADP,-,-,-
the,DET,-,-,-
indef,ref,indef,,
def,ref,anaphoric,,
near,ADP,-,-,-
Habarovsk,PROPN,-,-,-
city,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
It,PRON,-,-,-
was,AUX,-,-,-
a,DET,-,-,-
nice,ADJ,-,-,-
indef,pred/prop,indef,,
in,ADP,-,-,-
August,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
There,PRON,-,-,-
was,VERB,-,-,-
a,DET,-,-,-
lot,NOUN,-,-,-
of,ADP,-,-,-
fish,NOUN,-,-,-
and,CCONJ,-,-,-
I,PRON,-,-,-
had,VERB,-,-,-
a,DET,-,-,-
good,ADJ,-,-,-
indef,ref,indef,,
already,ADV,-,-,-
in,ADP,-,-,-
10,NUM,-,-,-
am,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
was,AUX,-,-,-
going,VERB,-,-,-
to,PART,-,-,-
leave,VERB,-,-,-
but,CCONJ,-,-,-
I,PRON,-,-,-
've,AUX,-,-,-
noticed,VERB,-,-,-
some,DET,-,-,-
noise,NOUN,-,-,-
in,ADP,-,-,-
the,DET,-,-,-
def,ref,explanatory,,
behind,ADP,-,-,-
me,PRON,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
've,AUX,-,-,-
turned,VERB,-,-,-
around,ADV,-,-,-
and,CCONJ,-,-,-
froze,VERB,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
There,PRON,-,-,-
was,VERB,-,-,-
a,DET,-,-,-
big,ADJ,-,-,-
indef,ref,indef,,
in,ADP,-,-,-
15,NUM,-,-,-
metres,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
did,AUX,-,-,-
n't,PART,-,-,-
move,VERB,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Suddenly,ADV,-,-,-
the,DET,-,-,-
def,ref,anaphoric,,
jumped,VERB,-,-,-
into,ADP,-,-,-
the,DET,-,-,-
river,NOUN,-,-,-
and,CCONJ,-,-,-
began,VERB,-,-,-
his,PRON,-,-,-
own,ADJ,-,-,-
fishing,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
I,PRON,-,-,-
took,VERB,-,-,-
my,PRON,-,-,-
things,NOUN,-,-,-
and,CCONJ,-,-,-
went,VERB,-,-,-
away,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
It,PRON,-,-,-
was,AUX,-,-,-
really,ADV,-,-,-
scary,ADJ,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
,,,,
Hey,INTJ,-,-,-
",",PUNCT,-,-,-
I,PRON,-,-,-
'm,AUX,-,-,-
very,ADV,-,-,-
glad,ADJ,-,-,-
to,PART,-,-,-
hear,VERB,-,-,-
from,ADP,-,-,-
you,PRON,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Unfortunately,ADV,-,-,-
",",PUNCT,-,-,-
I,PRON,-,-,-
have,AUX,-,-,-
n't,PART,-,-,-
been,AUX,-,-,-
able,ADJ,-,-,-
to,PART,-,-,-
have,VERB,-,-,-
a,DET,-,-,-
indef,nonref,indef,,
this,DET,-,-,-
year,NOUN,-,-,-
",",PUNCT,-,-,-
but,CCONJ,-,-,-
I,PRON,-,-,-
'll,AUX,-,-,-
tell,VERB,-,-,-
you,PRON,-,-,-
a,DET,-,-,-
indef,ref,indef,,
",",PUNCT,-,-,-
that,PRON,-,-,-
happened,VERB,-,-,-
to,ADP,-,-,-
me,PRON,-,-,-
on,ADP,-,-,-
the,DET,-,-,-
19th,NOUN,-,-,-
of,ADP,-,-,-
August,PROPN,-,-,-
",",PUNCT,-,-,-
1991,NUM,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
My,PRON,-,-,-
brother,NOUN,-,-,-
and,CCONJ,-,-,-
I,PRON,-,-,-
was,AUX,-,-,-
21,NUM,-,-,-
years,NOUN,-,-,-
old,ADJ,-,-,-
then,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
As,SCONJ,-,-,-
you,PRON,-,-,-
know,VERB,-,-,-
",",PUNCT,-,-,-
on,ADP,-,-,-
that,DET,-,-,-
day,NOUN,-,-,-
",",PUNCT,-,-,-
there,PRON,-,-,-
was,VERB,-,-,-
the,DET,-,-,-
indef,ref,indef,,
to,ADP,-,-,-
the,DET,-,-,-
military,ADJ,-,-,-
indef,ref,indef,,
in,ADP,-,-,-
the,DET,-,-,-
USSR,PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
The,DET,-,-,-
first,ADJ,-,-,-
def,ref,situational,,
of,ADP,-,-,-
the,DET,-,-,-
USSR,PROPN,-,-,-
",",PUNCT,-,-,-
Mikhail,PROPN,-,-,-
Gorbachev,PROPN,-,-,-
",",PUNCT,-,-,-
was,AUX,-,-,-
having,VERB,-,-,-
a,DET,-,-,-
indef,ref,indef,,
in,ADP,-,-,-
a,DET,-,-,-
indef,ref,indef,,
named,VERB,-,-,-
Foros,PROPN,-,-,-
on,ADP,-,-,-
the,DET,-,-,-
def,ref,explanatory,,
of,ADP,-,-,-
the,DET,-,-,-
Black,ADJ,-,-,-
Sea,PROPN,-,-,-
in,ADP,-,-,-
the,DET,-,-,-
Crimea,PROPN,-,-,-
and,CCONJ,-,-,-
was,AUX,-,-,-
blocked,VERB,-,-,-
by,ADP,-,-,-
military,ADJ,-,-,-
indef,ref,indef,,
.,PUNCT,-,-,-
-,-,-,-,-
At,ADP,-,-,-
that,DET,-,-,-
time,NOUN,-,-,-
my,PRON,-,-,-
brother,NOUN,-,-,-
and,CCONJ,-,-,-
his,PRON,-,-,-
girlfriend,NOUN,-,-,-
(,PUNCT,-,-,-
sorry,ADJ,-,-,-
for,ADP,-,-,-
the,DET,-,-,-
word,NOUN,-,-,-
def,ref,situational,,
",",PUNCT,-,-,-
but,CCONJ,-,-,-
I,PRON,-,-,-
want,VERB,-,-,-
to,PART,-,-,-
tell,VERB,-,-,-
the,DET,-,-,-
whole,ADJ,-,-,-
def,ref,situational,,
),PUNCT,-,-,-
had,VERB,-,-,-
their,PRON,-,-,-
holiday,NOUN,-,-,-
in,ADP,-,-,-
Foros,PROPN,-,-,-
too,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
A,DET,-,-,-
week,NOUN,-,-,-
before,ADP,-,-,-
that,PRON,-,-,-
",",PUNCT,-,-,-
my,PRON,-,-,-
brother,NOUN,-,-,-
and,CCONJ,-,-,-
I,PRON,-,-,-
decided,VERB,-,-,-
to,PART,-,-,-
meet,VERB,-,-,-
in,ADP,-,-,-
200,NUM,-,-,-
miles,NOUN,-,-,-
indef,ref,indef,,
from,ADP,-,-,-
Foros,PROPN,-,-,-
at,ADP,-,-,-
exactly,ADV,-,-,-
on,ADP,-,-,-
"August,19",PROPN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Everything,PRON,-,-,-
was,AUX,-,-,-
o'key,ADJ,-,-,-
",",PUNCT,-,-,-
except,SCONJ,-,-,-
that,SCONJ,-,-,-
my,PRON,-,-,-
brother,NOUN,-,-,-
and,CCONJ,-,-,-
his,PRON,-,-,-
girlfriend,NOUN,-,-,-
went,VERB,-,-,-
there,ADV,-,-,-
a,DET,-,-,-
def,ref,situational,,
later,ADV,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
Just,ADV,-,-,-
imagine,VERB,-,-,-
",",PUNCT,-,-,-
at,ADP,-,-,-
that,DET,-,-,-
time,NOUN,-,-,-
there,PRON,-,-,-
were,VERB,-,-,-
n't,PART,-,-,-
mobile,ADJ,-,-,-
indef,nonref,indef,,
and,CCONJ,-,-,-
the,DET,-,-,-
whole,ADJ,-,-,-
day,NOUN,-,-,-
I,PRON,-,-,-
did,AUX,-,-,-
n't,PART,-,-,-
know,VERB,-,-,-
there,ADV,-,-,-
they,PRON,-,-,-
were,AUX,-,-,-
and,CCONJ,-,-,-
what,PRON,-,-,-
happened,VERB,-,-,-
to,ADP,-,-,-
them,PRON,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
When,ADV,-,-,-
",",PUNCT,-,-,-
at,ADP,-,-,-
last,ADJ,-,-,-
",",PUNCT,-,-,-
we,PRON,-,-,-
met,VERB,-,-,-
they,PRON,-,-,-
looked,VERB,-,-,-
happy,ADJ,-,-,-
and,CCONJ,-,-,-
did,AUX,-,-,-
n't,PART,-,-,-
know,VERB,-,-,-
about,ADP,-,-,-
the,DET,-,-,-
def,ref,anaphoric,,
at,ADP,-,-,-
all,DET,-,-,-
and,CCONJ,-,-,-
did,AUX,-,-,-
n't,PART,-,-,-
understand,VERB,-,-,-
why,ADV,-,-,-
I,PRON,-,-,-
was,AUX,-,-,-
worring,VERB,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
,,,,
Hi,INTJ,-,-,-
Tim,PROPN,-,-,-
",",PUNCT,-,-,-
I,PRON,-,-,-
also,ADV,-,-,-
have,VERB,-,-,-
an,DET,-,-,-
interesting,ADJ,-,-,-
indef,ref,indef,,
about,ADP,-,-,-
one,NUM,-,-,-
of,ADP,-,-,-
my,PRON,-,-,-
friends,NOUN,-,-,-
.,PUNCT,-,-,-
-,-,-,-,-
it,PRON,-,-,-
is,AUX,-,-,-
about,ADP,-,-,-
the,DET,-,-,-
def,ref,explanatory,,
before,ADV,-,-,-
and,CCONJ,-,-,-
after,SCONJ,-,-,-
tidying,VERB,-,-,-
herself,PRON,-,-,-
